"ratio","t","Welch","Wilcoxon","Wilcoxon(exact)"
0.25,0.084,0.0561,0.1544,0
0.333333333333333,0.0819,0.0584,0.1488,0
0.5,0.0635,0.0455,0.1197,0
0.75,0.0544,0.0386,0.1054,0
1,0.0492,0.035,0.1005,0
1.33333333333333,0.0522,0.037,0.1085,0
2,0.0615,0.0453,0.1205,0
3,0.0688,0.0477,0.1358,0
4,0.0865,0.0571,0.1621,0
