"ratio","t","Welch","Wilcoxon","Wilcoxon(exact)"
0.25,0.083,0.056,0.1565,0
0.333333333333333,0.0776,0.0519,0.1456,0
0.5,0.0612,0.0418,0.1189,0
0.75,0.0513,0.0367,0.1013,0
1,0.048,0.0338,0.0993,0
1.33333333333333,0.0529,0.0386,0.1028,0
2,0.0648,0.0455,0.1182,0
3,0.0737,0.0489,0.1394,0
4,0.0822,0.0547,0.1528,0
