"ratio","t","Welch","Wilcoxon","Wilcoxon(exact)"
0.25,0.046,0.0485,0.0715,0
0.333333333333333,0.0452,0.0457,0.0647,0
0.5,0.0443,0.042,0.0566,0
0.75,0.0444,0.0373,0.0526,0
1,0.0477,0.0405,0.0544,0
1.33333333333333,0.0598,0.0446,0.0672,0
2,0.0792,0.0512,0.083,0
3,0.1065,0.0573,0.1139,0
4,0.1283,0.0627,0.1377,0
