"ratio","t","Welch","Wilcoxon","Wilcoxon(exact)"
0.25,0.0447,0.048,0.0693,0
0.333333333333333,0.0459,0.0469,0.0625,0
0.5,0.044,0.042,0.0561,0
0.75,0.0459,0.0383,0.0531,0
1,0.0493,0.0414,0.057,0
1.33333333333333,0.0592,0.0463,0.0662,0
2,0.0787,0.0504,0.0857,0
3,0.1092,0.0587,0.117,0
4,0.1238,0.0629,0.136,0
