"ratio","t","Welch","Wilcoxon","Wilcoxon(exact)"
0.25,0.0796,0.0549,0.0944,0.0624
0.333333333333333,0.0668,0.0502,0.0787,0.0465
0.5,0.0602,0.0475,0.0711,0.0386
0.75,0.053,0.0428,0.0598,0.0304
1,0.0498,0.0424,0.0571,0.0282
1.33333333333333,0.0531,0.0431,0.0606,0.0304
2,0.0636,0.0515,0.0723,0.0391
3,0.0707,0.056,0.086,0.0488
4,0.0727,0.0517,0.089,0.0555
