"ratio","t","Welch","Wilcoxon","Wilcoxon(exact)"
0.25,0.07,0.0531,0.05,0.05
0.333333333333333,0.0634,0.0514,0.0474,0.0474
0.5,0.0613,0.0526,0.0472,0.0472
0.75,0.0527,0.0474,0.0418,0.0418
1,0.0494,0.0456,0.0411,0.0411
1.33333333333333,0.0459,0.0421,0.0366,0.0366
2,0.0579,0.0502,0.0469,0.0469
3,0.0648,0.0545,0.0513,0.0513
4,0.0694,0.0537,0.0516,0.0516
