"ratio","t","Welch","Wilcoxon","Wilcoxon(exact)"
0.25,0.0471,0.0501,0.0401,0.0401
0.333333333333333,0.0463,0.0488,0.0358,0.0358
0.5,0.0489,0.0483,0.0322,0.0322
0.75,0.045,0.0413,0.0273,0.0273
1,0.0491,0.0452,0.0304,0.0304
1.33333333333333,0.0593,0.0471,0.0386,0.0386
2,0.0756,0.053,0.0484,0.0484
3,0.0897,0.0523,0.0611,0.0611
4,0.1071,0.0547,0.0761,0.0761
