"ratio","t","Welch","Wilcoxon","Wilcoxon(exact)"
0.25,0.0483,0.0512,0.0724,0
0.333333333333333,0.0477,0.0473,0.0654,0
0.5,0.0419,0.039,0.0538,0
0.75,0.0436,0.0373,0.0513,0
1,0.0512,0.0411,0.0582,0
1.33333333333333,0.0593,0.0439,0.0643,0
2,0.0853,0.0532,0.0903,0
3,0.1108,0.0647,0.1186,0
4,0.1241,0.0644,0.1367,0
